"shortname","formalname"
кв-л,"134"
кв-л,"71"
кв-л,"329"
кв-л,"78"
кв-л,"101"
кв-л,"75"
кв-л,"136"
кв-л,"32"
кв-л,"37"
кв-л,"6"
кв-л,"72"
тер.,Усадьбы Старо-Никольское
кв-л,"138"
кв-л,"80"
кв-л,"617"
кв-л,"75"
тер,СНТ Отруб
кв-л,"139"
кв-л,"330"
кв-л,"75"
тер,СНТ Гавриково
тер,СНТ Союз
кв-л,"36"
кв-л,"81"
кв-л,"16"
кв-л,"102"
кв-л,"117"
кв-л,"333"
кв-л,"74"
кв-л,"120"
тер.,СНТ Красная Пахра
кв-л,"1"
кв-л,"40"
кв-л,"35"
тер.,СНТ Лесное-Ватутинки
кв-л,"120"
кв-л,"82"
кв-л,"616"
кв-л,"72"
кв-л,"140"
кв-л,"77"
кв-л,"331"
гск,Сигнал
кв-л,"334"
кв-л,"14"
кв-л,"327"
тер,СНТ Остафьево-1
кв-л,"26"
снт,Шереметьево
кв-л,"122"
кв-л,"337"
кв-л,"615"
кв-л,"661"
тер.,СНТ Сосенки
кв-л,"124"
кв-л,"80"
кв-л,"141"
кв-л,"39"
кв-л,"70"
кв-л,"142"
кв-л,"83"
кв-л,"326"
кв-л,"103"
кв-л,"124"
кв-л,"680"
кв-л,"13"
кв-л,"27"
кв-л,"122"
кв-л,"81"
кв-л,"85"
кв-л,"144"
кв-л,"84"
кв-л,"325"
кв-л,"96"
кв-л,"69"
кв-л,"148"
снт,Победа-Потапово
кв-л,"37"
тер,СНТ Ракитки
кв-л,"90"
кв-л,"34"
кв-л,"126"
кв-л,"30"
кв-л,"68"
кв-л,"323"
кв-л,"66"
кв-л,"105"
кв-л,"662"
кв-л,"121"
кв-л,"150"
кв-л,"33"
кв-л,"95"
кв-л,"128"
кв-л,"91"
гск,Планета
кв-л,"152"
тер,СНТ Таксатор
кв-л,"682"
кв-л,"106"
кв-л,"28"
кв-л,"160"
кв-л,"94"
кв-л,"320"
кв-л,"17"
кв-л,"130"
кв-л,"87"
кв-л,"119"
кв-л,"65"
кв-л,"92"
кв-л,"29"
гск,Первомайское
кв-л,"33"
кв-л,"162"
кв-л,"31"
кв-л,"690"
кв-л,"89"
кв-л,"318"
кв-л,"117"
кв-л,"132"
тер,СНТ Юпитер
кв-л,"28"
кв-л,"180"
кв-л,"317"
кв-л,"64"
кв-л,"1"
кв-л,"90"
кв-л,"106"
кв-л,"134"
кв-л,"311"
кв-л,"200"
кв-л,"115"
кв-л,"34"
тер.,ДНП Никольское-2
кв-л,"63"
кв-л,"116"
кв-л,"92"
кв-л,"27"
снт,СНТ Поиск-2 тер.
кв-л,"140"
кв-л,"144"
тер.,СНТ Рассудово
кв-л,"684"
кв-л,"315"
кв-л,"90"
кв-л,"116"
кв-л,"95"
кв-л,"100"
кв-л,"250"
кв-л,"115"
кв-л,"251"
кв-л,"102"
кв-л,"141"
кв-л,"62"
кв-л,"100"
кв-л,"254"
кв-л,"850"
кв-л,"310"
кв-л,"25"
тер,СНТ Неглинка
кв-л,"105"
снт,СНТ. Десна
кв-л,"117"
кв-л,"96"
кв-л,"145"
кв-л,"111"
кв-л,"88"
снт,Михайловское
кв-л,"26"
кв-л,"142"
кв-л,"24"
кв-л,"844"
кв-л,"118"
кв-л,"255"
кв-л,"61"
тер.,СНТ Лесная Поляна-3
снт,Буревестник
кв-л,"306"
тер,СНТ Язово
кв-л,"260"
кв-л,"97"
кв-л,"86"
кв-л,"106"
кв-л,"293"
кв-л,"842"
гск,Кузнецовский
кв-л,"146"
кв-л,"830"
кв-л,"110"
кв-л,"143"
кв-л,"22"
кв-л,"98"
кв-л,"840"
тер,СНТ Росинка
тер,СНТ Радуга
кв-л,"303"
кв-л,"262"
кв-л,"25"
кв-л,"120"
кв-л,"84"
кв-л,"60"
кв-л,"23"
кв-л,"107"
кв-л,"89"
кв-л,"122"
кв-л,"99"
кв-л,"147"
кв-л,"302"
кв-л,"109"
кв-л,"264"
кв-л,"82"
кв-л,"144"
тер,СНТ Строитель
кв-л,"59"
кв-л,"301"
кв-л,"838"
кв-л,"266"
кв-л,"56"
тер,ДПК Черемушки
кв-л,"108"
кв-л,"20"
тер,СНТ Лесхим
кв-л,"300"
кв-л,"836"
кв-л,"21"
кв-л,"268"
кв-л,"100"
кв-л,"834"
кв-л,"101"
кв-л,"145"
кв-л,"1"
кв-л,"299"
кв-л,"123"
кв-л,"150"
кв-л,"270"
кв-л,"107"
тер,Ленинские Горы
кв-л,"110"
кв-л,"18"
кв-л,"54"
кв-л,"61"
кв-л,"272"
кв-л,"151"
кв-л,"298"
кв-л,"146"
кв-л,"125"
кв-л,"81"
кв-л,"290"
кв-л,"2"
тер,КП Есенино
кв-л,"20"
гск,Ротор
кв-л,"105"
кв-л,"280"
кв-л,"3"
кв-л,"290"
кв-л,"295"
кв-л,"112"
кв-л,"105"
кв-л,"833"
кв-л,"17"
кв-л,"52"
кв-л,"291"
кв-л,"147"
тер,СНТ Синяя птица
кв-л,"292"
кв-л,"310"
кв-л,"832"
кв-л,"153"
кв-л,"148"
кв-л,"120"
снт,Ракитки-1
кв-л,"292"
кв-л,"50"
кв-л,"19"
кв-л,"282"
кв-л,"149"
кв-л,"290"
кв-л,"519"
кв-л,"102"
кв-л,"4"
кв-л,"80"
тер.,СНТ Первомайское
тер,Серебряноборское лесничество
кв-л,"127"
кв-л,"154"
тер.,СНТ Филатов луг-2
кв-л,"316"
кв-л,"15"
кв-л,"106"
кв-л,"101"
кв-л,"320"
кв-л,"14"
кв-л,"517"
кв-л,"180"
кв-л,"9"
кв-л,"29"
кв-л,"107"
кв-л,"14"
кв-л,"134а Самаркандский Бульвар"
тер.,СНТ Орбита
кв-л,"155"
снт,Отруб
кв-л,"129"
тер,ГПК Восход
кв-л,"293"
кв-л,"100"
кв-л,"121"
кв-л,"48"
кв-л,"158"
кв-л,"179"
кв-л,"79"
кв-л,"150"
кв-л,"96"
кв-л,"5"
кв-л,"515"
кв-л,"288"
кв-л,"831"
кв-л,"154"
кв-л,"99"
кв-л,"156"
кв-л,"80"
кв-л,"28"
кв-л,"10"
кв-л,"125"
кв-л,"151"
гск,Вест
кв-л,"157"
кв-л,"178"
кв-л,"295"
кв-л,"110"
кв-л,"20"
кв-л,"78"
кв-л,"810"
кв-л,"22"
кв-л,"6"
кв-л,"130"
кв-л,"324"
кв-л,"286"
тер.,СНТ Дубрава кв-л N 50
кв-л,"152"
кв-л,"326"
кв-л,"126"
кв-л,"44"
кв-л,"300"
кв-л,"284"
кв-л,"11"
кв-л,"159"
кв-л,"98"
кв-л,"42"
кв-л,"505"
кв-л,"168"
кв-л,"111"
кв-л,"79"
тер,Складской корпус N3
кв-л,"131"
тер.,СНТ Пахра
кв-л,"829"
кв-л,"282"
кв-л,"156"
кв-л,"328"
кв-л,"21"
кв-л,"163"
кв-л,"7"
кв-л,"77"
кв-л,"156"
кв-л,"470"
кв-л,"112"
кв-л,"153"
кв-л,"12"
гск,Нива
кв-л,"78"
кв-л,"128"
кв-л,"330"
кв-л,"10"
тер.,СНТ Гавриково
кв-л,"280"
кв-л,"115"
кв-л,"58"
гск,Дупель
кв-л,"77"
кв-л,"816"
кв-л,"332"
кв-л,"301"
кв-л,"20"
кв-л,"13"
кв-л,"76"
кв-л,"155"
кв-л,"487"
тер,СНТ Оптимист
кв-л,"336"
гск,Лесное
кв-л,"132"
тер.,ЖК Коттеджный поселок Радужный
кв-л,"154"
кв-л,"157"
кв-л,"340"
кв-л,"173"
кв-л,"277"
кв-л,"12"
тер.,СНТ Луч кв-л N73
кв-л,"41"
кв-л,"57"
кв-л,"808"
кв-л,"104"
тер.,СНТ Дубрава
кв-л,"153"
кв-л,"164"
кв-л,"158"
кв-л,"95"
кв-л,"275"
кв-л,"116"
кв-л,"155"
кв-л,"133"
тер.,СНТ Луч кв-л N25
кв-л,"14"
кв-л,"342"
кв-л,"11"
кв-л,"152"
кв-л,"172"
кв-л,"496"
кв-л,"806"
кв-л,"344"
кв-л,"130"
кв-л,"134"
кв-л,"156"
кв-л,"13"
кв-л,"40"
кв-л,"20"
кв-л,"272"
кв-л,"93"
кв-л,"75"
снт,Гавриково-1
кв-л,"130"
кв-л,"165"
тер,СНТ Славянка
кв-л,"303"
кв-л,"56"
кв-л,"10"
кв-л,"117"
кв-л,"131"
тер,ГПК Каскад
кв-л,"171"
кв-л,"492"
кв-л,"304"
тер.,СНТ Березка-Коммунарка-1
кв-л,"86"
тер.,СНТ Спектр
кв-л,"15"
кв-л,"269"
кв-л,"343"
кв-л,"133"
снт,Пенино-1
н/п,Ватутинки
кв-л,"166"
кв-л,"151"
тер,СНТ Родник
кв-л,"34"
кв-л,"306"
кв-л,"88"
кв-л,"135"
кв-л,"118"
кв-л,"802"
кв-л,"17"
кв-л,"167"
кв-л,"348"
кв-л,"128"
кв-л,"74"
кв-л,"158"
кв-л,"170"
тер,ТИЗ Бачурино-2
снт,Ожигово
кв-л,"483"
кв-л,"175"
кв-л,"167"
кв-л,"90"
кв-л,"150"
кв-л,"120"
кв-л,"33"
кв-л,"55"
тер,СНТ Киселево
кв-л,"169"
кв-л,"22"
кв-л,"136"
кв-л,"14"
кв-л,"5"
кв-л,"307"
кв-л,"359"
кв-л,"134"
кв-л,"148"
кв-л,"50"
кв-л,"91"
кв-л,"54"
тер.,СНТ Любитель
кв-л,"308"
снт,Заречье
кв-л,"800"
кв-л,"168"
кв-л,"72"
кв-л,"135"
кв-л,"4"
кв-л,"53"
кв-л,"350"
кв-л,"480"
кв-л,"49"
кв-л,"147"
кв-л,"32"
кв-л,"126"
кв-л,"159"
кв-л,"121"
кв-л,"92"
кв-л,"475"
гск,Авиатор
кв-л,"422"
тер.,СНТ Высотка
кв-л,"172"
гск,Нива 2004
кв-л,"263"
кв-л,"139"
кв-л,"792"
кв-л,"23"
кв-л,"145"
кв-л,"52"
кв-л,"310"
тер.,СНТ Победа-Потапово
кв-л,"47"
кв-л,"18"
кв-л,"71"
тер,СНТ Дружба
кв-л,"169"
тер.,СНТ Дубрава кв-л N383
кв-л,"311"
кв-л,"125"
кв-л,"168"
кв-л,"352"
кв-л,"94"
кв-л,"143"
кв-л,"3"
кв-л,"262"
кв-л,"160"
тер. СНТ,Весна
кв-л,"51"
кв-л,"122"
кв-л,"419"
тер.,СНТ Нива
кв-л,"170"
кв-л,"24"
кв-л,"261"
кв-л,"84"
кв-л,"312"
кв-л,"31"
кв-л,"354"
кв-л,"2"
кв-л,"25"
тер.,СНТ Ватутинки кв-л N452
кв-л,"180"
кв-л,"140"
снт,Восход-Воскресенское
кв-л,"370"
кв-л,"16"
тер. СНТ,Биофизика
кв-л,"50"
кв-л,"161"
кв-л,"418"
кв-л,"80"
кв-л,"26"
кв-л,"203"
кв-л,"260"
кв-л,"70"
кв-л,"162"
снт,Филатов луг
кв-л,"49"
кв-л,"371"
кв-л,"27"
кв-л,"256"
кв-л,"181"
кв-л,"171"
кв-л,"67"
кв-л,"123"
кв-л,"313"
тер.,СНТ Ватутинки кв-л N24
кв-л,"372"
кв-л,"141"
кв-л,"167"
кв-л,"377"
кв-л,"8"
кв-л,"122"
тер,ГСПК Олимпийский
гск,Автомобилист
кв-л,"182"
кв-л,"1"
кв-л,"103"
кв-л,"257"
кв-л,"66"
кв-л,"778"
кв-л,"30"
кв-л,"373"
кв-л,"28"
кв-л,"48"
кв-л,"163"
кв-л,"45"
кв-л,"65"
кв-л,"315"
тер. СНТ,Пион
кв-л,"45"
кв-л,"776"
кв-л,"28"
кв-л,"5"
тер.,СНТ Птичное
тер.,СНТ Петрово
кв-л,"125"
кв-л,"379"
кв-л,"41"
кв-л,"165"
кв-л,"142"
кв-л,"29"
тер.,СНТ Царицыно
тер. СНТ,Красный пролетарий
кв-л,"174"
кв-л,"166"
кв-л,"316"
кв-л,"374"
кв-л,"140"
кв-л,"183"
кв-л,"39"
кв-л,"412"
кв-л,"132"
кв-л,"130"
кв-л,"39"
кв-л,"138"
кв-л,"143"
кв-л,"30"
кв-л,"1"
кв-л,"25"
кв-л,"387"
кв-л,"71"
кв-л,"400"
кв-л,"317"
кв-л,"165"
кв-л,"64"
кв-л,"37"
кв-л,"775"
кв-л,"177"
кв-л,"166"
тер,ДСК Сосенки
кв-л,"258"
кв-л,"391"
кв-л,"184"
кв-л,"40"
кв-л,"411"
кв-л,"63"
тер.,СНТ Дружба кв-л N26
кв-л,"131"
кв-л,"131"
кв-л,"70"
кв-л,"255"
кв-л,"1-й Капотня"
снт,Ветеран-2
кв-л,"144"
кв-л,"401"
кв-л,"31"
кв-л,"23"
кв-л,"137"
кв-л,"254"
кв-л,"402"
кв-л,"65"
кв-л,"320"
тер.,СНТ Строитель кв-л N53
кв-л,"51"
тер,СНТ Металлург-1
кв-л,"4"
тер,СНТ Мечта
парк,Кузьминский
снт,Бывший Сад
кв-л,"36"
кв-л,"185"
кв-л,"25"
кв-л,"62"
кв-л,"22"
кв-л,"141"
кв-л,"393"
кв-л,"410"
кв-л,"774"
кв-л,"35"
тер.,СНТ Тетеринки
кв-л,"40"
кв-л,"145"
кв-л,"325"
тер.,СНТ Дружба кв-л N134
кв-л,"401"
кв-л,"212"
кв-л,"163"
тер.,СНТ Язово
кв-л,"403"
кв-л,"168"
кв-л,"3"
тер.,ДК Конверсия
тер.,СНТ Солнечная поляна-2
кв-л,"170"
гск,Десна
кв-л,"21"
кв-л,"406"
тер,НП Искра-4
кв-л,"50"
кв-л,"326"
гск,Москвич
кв-л,"169"
кв-л,"399"
кв-л,"142"
кв-л,"32"
кв-л,"41"
кв-л,"186"
кв-л,"395"
кв-л,"408"
тер,СНТ Заречье
кв-л,"61"
кв-л,"135"
тер,СНТ Журналист
кв-л,"31"
кв-л,"20"
тер.,СНТ Киевское
кв-л,"772"
кв-л,"410"
мкр.,Чертаново Северное
кв-л,"171"
кв-л,"133"
снт,Бархатная Роща
кв-л,"146"
кв-л,"27"
кв-л,"32а Новые Черемушки"
кв-л,"169"
тер.,СНТ Романтик
кв-л,"412"
кв-л,"327"
кв-л,"45"
кв-л,"214"
кв-л,"50"
кв-л,"770"
кв-л,"134"
кв-л,"19"
кв-л,"188"
тер.,СНТ Сад N3 ПЭМЗ
кв-л,"172"
кв-л,"30"
кв-л,"166"
кв-л,"147"
кв-л,"162"
кв-л,"401"
кв-л,"47"
кв-л,"2"
снт,Лесная поляна
кв-л,"18"
кв-л,"328"
кв-л,"143"
тер.,СНТ Лесная Поляна-2
кв-л,"414"
кв-л,"216"
кв-л,"148"
кв-л,"398"
гск,Альтаир-Мосрентген
кв-л,"173"
кв-л,"160"
кв-л,"250"
тер,СНТ Рассудово
тер,НП Лесная слобода
тер.,СНТ Родник
гск,Металлист
кв-л,"403"
кв-л,"46"
кв-л,"16"
кв-л,"190"
кв-л,"161"
тер. СНТ,Родничок-2
кв-л,"330"
тер,СНТ Заря
кв-л,"29"
кв-л,"415"
тер.,СНТ Родничок
кв-л,"416"
гск,Юбилейный
кв-л,"192"
кв-л,"467"
кв-л,"155"
кв-л,"149"
кв-л,"160"
тер.,СНТ ПАЗ-1
кв-л,"46"
кв-л,"29"
кв-л,"174"
кв-л,"165"
кв-л,"28"
кв-л,"396"
кв-л,"159"
тер,СНТ Дружба-ЗИО
кв-л,"417"
кв-л,"249"
тер.,СНТ Простоквашино
кв-л,"175"
кв-л,"45"
кв-л,"40"
кв-л,"132"
кв-л,"159"
кв-л,"220"
тер,ГСПК Олимпийский-2
тер.,СНТ Искра
кв-л,"418"
кв-л,"27"
кв-л,"193"
кв-л,"158"
кв-л,"32"
кв-л,"465"
тер,СНТ Ярцево
кв-л,"223"
кв-л,"26"
кв-л,"62"
кв-л,"146"
кв-л,"75"
кв-л,"420"
снт,Сокол
кв-л,"39"
кв-л,"155"
кв-л,"742"
кв-л,"410"
кв-л,"15"
тер.,СНТ Черничка
кв-л,"25"
тер.,СНТ Лесное
кв-л,"332"
кв-л,"131"
кв-л,"395"
кв-л,"176"
кв-л,"30"
тер.,СНТ Песчаный
кв-л,"22"
тер,СНТ Бархатная роща
кв-л,"247"
кв-л,"154"
кв-л,"73"
кв-л,"177"
кв-л,"246"
кв-л,"60"
кв-л,"13"
кв-л,"419"
кв-л,"333"
кв-л,"156"
кв-л,"147"
гск,Восток
кв-л,"244"
кв-л,"421"
кв-л,"130"
тер,СНТ Филатов луг
кв-л,"11"
тер.,СНТ Лыковское
тер,СНТ Ветеран
кв-л,"72"
тер,СНТ Бекасово-2
кв-л,"127"
кв-л,"129"
кв-л,"126"
тер,СНТ Синтез
кв-л,"38"
тер,ДНП Летово 1
кв-л,"31"
тер.,СНТ Лесной
кв-л,"243"
кв-л,"334"
кв-л,"20"
кв-л,"741"
кв-л,"70"
тер,СНТ Нефтемаш
тер,ТСЖ Еринские высоты
кв-л,"425"
кв-л,"128"
кв-л,"405"
кв-л,"153"
тер. СНТ,Сосенки
гск,Ремзавод
кв-л,"390"
кв-л,"157"
снт,Прокшино
кв-л,"36"
кв-л,"10"
кв-л,"335"
тер.,СНТ Каменка
кв-л,"37"
кв-л,"152"
кв-л,"197"
кв-л,"242"
кв-л,"125"
кв-л,"178"
кв-л,"150"
кв-л,"43"
кв-л,"71"
кв-л,"740"
гск,АВТОЛЮБИТЕЛЬ
кв-л,"336"
тер.,СПК Остафьево-2
кв-л,"36"
снт,Ленинское Знамя
кв-л,"460"
кв-л,"240"
кв-л,"179"
кв-л,"72"
кв-л,"450"
кв-л,"734"
кв-л,"430"
кв-л,"151"
кв-л,"127"
кв-л,"388"
кв-л,"158"
кв-л,"73"
тер.,СНТ ПМК-15 Мелиоратор
кв-л,"180"
кв-л,"432"
тер,НСТ Озон
кв-л,"126"
кв-л,"226"
кв-л,"386"
кв-л,"41"
кв-л,"150"
кв-л,"74"
тер,СНТ Родник-90
кв-л,"198"
кв-л,"732"
кв-л,"35"
кв-л,"153"
кв-л,"159"
тер.,СНТ Мелиоратор
кв-л,"148"
кв-л,"18"
тер,СНТ Щербинка завода СВАРЗ
кв-л,"6"
кв-л,"123"
кв-л,"385"
кв-л,"154"
кв-л,"434"
кв-л,"133"
кв-л,"75"
кв-л,"435"
кв-л,"200"
кв-л,"211"
тер,СНТ Ветеран-2
тер.,НСТ Газопровод
тер,СНТ Сахарово
кв-л,"384"
кв-л,"5"
кв-л,"142"
кв-л,"125"
кв-л,"182"
кв-л,"17"
тер,СНТ Желдорстрой
кв-л,"160"
тер,СНТ Рассвет
кв-л,"338"
кв-л,"40"
кв-л,"201"
кв-л,"436"
кв-л,"155"
тер,СНТ Дружба
кв-л,"383"
кв-л,"210"
гск,Ильичевка
кв-л,"33"
кв-л,"4"
кв-л,"440"
кв-л,"76"
тер,СНТ Весна
кв-л,"730"
кв-л,"34"
снт,Березовая Роща
кв-л,"183"
кв-л,"16"
кв-л,"339"
тер,ТСН Фортуна
тер.,ДПК Черемушки
кв-л,"39"
кв-л,"134"
кв-л,"32"
кв-л,"3"
кв-л,"124"
кв-л,"381"
тер.,СНТ Рогово-2
кв-л,"728"
кв-л,"132"
кв-л,"122"
кв-л,"438"
кв-л,"156"
кв-л,"77"
кв-л,"23"
гск,Хуторок
кв-л,"425"
кв-л,"184"
кв-л,"156"
кв-л,"158"
кв-л,"350"
кв-л,"340"
кв-л,"38"
кв-л,"202"
кв-л,"33"
кв-л,"123"
кв-л,"727"
тер.,СНТ Надежда кв-л N94
кв-л,"2"
тер,СНТ Щербинка-2
кв-л,"131"
кв-л,"78"
кв-л,"138"
кв-л,"726"
кв-л,"122"
кв-л,"121"
кв-л,"379"
кв-л,"723"
кв-л,"415"
кв-л,"157"
кв-л,"134"
кв-л,"120"
кв-л,"132"
кв-л,"79"
кв-л,"208"
кв-л,"722"
кв-л,"31"
снт,Щербинка
кв-л,"133"
кв-л,"121"
кв-л,"185"
тер,СНТ Бонитет
кв-л,"430"
кв-л,"15"
кв-л,"37"
кв-л,"202"
кв-л,"1"
кв-л,"440"
кв-л,"158"
кв-л,"205"
кв-л,"19"
кв-л,"377"
кв-л,"442"
тер. СНТ,Строитель-ПМК-360
кв-л,"140"
кв-л,"120"
тер,СНТ Воскресенское
кв-л,"186"
кв-л,"182"
кв-л,"375"
тер,ТСЖ Ерино 3А
кв-л,"30"
кв-л,"80"
кв-л,"376"
кв-л,"14"
кв-л,"352"
кв-л,"118"
кв-л,"720"
кв-л,"160"
кв-л,"215"
кв-л,"284"
кв-л,"375"
кв-л,"355"
кв-л,"13"
кв-л,"29"
тер,СНТ Крёкшино ГПЗ-1
кв-л,"450"
кв-л,"21"
кв-л,"180"
кв-л,"100"
кв-л,"718"
кв-л,"374"
кв-л,"162"
кв-л,"115"
кв-л,"219"
тер.,СНТ Восход кв-л N564
кв-л,"165"
кв-л,"178"
тер,СНТ Наука
кв-л,"111"
кв-л,"101"
кв-л,"188"
кв-л,"356"
